j0; j1; j2; j3; j4; cos(j0); cos(j1); cos(j2); cos(j3); cos(j4); sin(j0); sin(j1); sin(j2); sin(j3); sin(j4); ee_x; ee_y; ee_z; ee_qw; ee_qx; ee_qy; ee_qz
-0.919; -0.262;  1.603;  1.366;  0.155;  0.606;  0.966; -0.033;  0.204;  0.988; -0.795; -0.259;  0.999;  0.979;  0.155;  0.093; -0.152;  0.054;  0.159;  0.447;  0.865; -0.163
-0.795; -0.321;  1.520;  1.455; -0.116;  0.700;  0.949;  0.051;  0.115;  0.993; -0.714; -0.316;  0.999;  0.993; -0.116;  0.134; -0.117;  0.073;  0.244;  0.362;  0.899; -0.041
-0.638; -0.396;  1.445;  1.516; -0.416;  0.803;  0.923;  0.126;  0.054;  0.915; -0.596; -0.386;  0.992;  0.999; -0.404;  0.170; -0.066;  0.103;  0.326;  0.239;  0.909;  0.100
-0.437; -0.491;  1.384;  1.588; -0.742;  0.906;  0.882;  0.186; -0.017;  0.737; -0.424; -0.471;  0.983;  1.000; -0.676;  0.180;  0.005;  0.142;  0.376;  0.073;  0.884;  0.267
-0.204; -0.617;  1.324;  1.587; -1.050;  0.979;  0.816;  0.245; -0.016;  0.497; -0.202; -0.578;  0.970;  1.000; -0.868;  0.157;  0.074;  0.193;  0.401; -0.125;  0.806;  0.418
 0.036; -0.729;  1.241;  1.523; -1.374;  0.999;  0.746;  0.324;  0.048;  0.195;  0.036; -0.666;  0.946;  0.999; -0.981;  0.100;  0.121;  0.251;  0.396; -0.345;  0.652;  0.547
 0.250; -0.785;  1.135;  1.422; -1.675;  0.969;  0.707;  0.422;  0.148; -0.104;  0.247; -0.707;  0.906;  0.989; -0.995;  0.034;  0.132;  0.295;  0.361; -0.523;  0.470;  0.613
 0.399; -0.798;  1.025;  1.313; -1.694;  0.922;  0.698;  0.519;  0.255; -0.123;  0.388; -0.716;  0.855;  0.967; -0.992; -0.004;  0.128;  0.322;  0.361; -0.619;  0.344;  0.606
 0.536; -0.814;  0.884;  1.199; -1.625;  0.860;  0.687;  0.634;  0.364; -0.054;  0.511; -0.727;  0.773;  0.932; -0.999; -0.034;  0.119;  0.353;  0.420; -0.672;  0.238;  0.561
 0.685; -0.810;  0.681;  1.090; -1.492;  0.774;  0.689;  0.777;  0.462;  0.079;  0.633; -0.724;  0.630;  0.887; -0.997; -0.069;  0.098;  0.391;  0.508; -0.681;  0.118;  0.514
 0.789; -0.790;  0.446;  0.990; -1.322;  0.705;  0.704;  0.902;  0.548;  0.246;  0.709; -0.710;  0.431;  0.836; -0.969; -0.102;  0.062;  0.431;  0.616; -0.634;  0.008;  0.467
 0.863; -0.752;  0.200;  0.853; -1.133;  0.650;  0.730;  0.980;  0.658;  0.424;  0.760; -0.683;  0.199;  0.753; -0.905; -0.137;  0.007;  0.467;  0.724; -0.535; -0.107;  0.422
 0.927; -0.661; -0.084;  0.700; -0.913;  0.601;  0.789;  0.996;  0.765;  0.611;  0.800; -0.614; -0.084;  0.645; -0.791; -0.166; -0.063;  0.491;  0.807; -0.385; -0.215;  0.392
 0.946; -0.552; -0.375;  0.531; -0.685;  0.585;  0.852;  0.930;  0.862;  0.774;  0.811; -0.524; -0.367;  0.506; -0.633; -0.194; -0.139;  0.487;  0.852; -0.209; -0.315;  0.362
 0.953; -0.456; -0.614;  0.303; -0.495;  0.580;  0.898;  0.817;  0.954;  0.880;  0.815; -0.441; -0.576;  0.298; -0.475; -0.219; -0.210;  0.445;  0.841; -0.035; -0.427;  0.331
 0.977; -0.347; -0.849;  0.087; -0.300;  0.560;  0.940;  0.661;  0.996;  0.955;  0.829; -0.340; -0.751;  0.087; -0.295; -0.223; -0.266;  0.381;  0.779;  0.132; -0.519;  0.325
 1.037; -0.219; -1.096; -0.080; -0.051;  0.509;  0.976;  0.457;  0.997;  0.999;  0.861; -0.217; -0.890; -0.080; -0.051; -0.189; -0.308;  0.311;  0.673;  0.301; -0.568;  0.365
 1.126; -0.109; -1.348; -0.257;  0.206;  0.430;  0.994;  0.221;  0.967;  0.979;  0.903; -0.109; -0.975; -0.254;  0.204; -0.129; -0.328;  0.224;  0.509;  0.458; -0.600;  0.413
 1.195;  0.012; -1.639; -0.460;  0.444;  0.367;  1.000; -0.068;  0.896;  0.903;  0.930;  0.012; -0.998; -0.444;  0.430; -0.063; -0.301;  0.128;  0.298;  0.566; -0.635;  0.433
 1.237;  0.117; -1.715; -0.681;  0.643;  0.328;  0.993; -0.143;  0.777;  0.801;  0.945;  0.117; -0.990; -0.630;  0.599; -0.016; -0.266;  0.102;  0.154;  0.607; -0.627;  0.462
 1.308;  0.203; -1.655; -0.886;  0.806;  0.260;  0.979; -0.084;  0.632;  0.693;  0.966;  0.202; -0.996; -0.775;  0.721;  0.024; -0.244;  0.118;  0.066;  0.637; -0.579;  0.505
 1.425;  0.343; -1.591; -1.069;  0.971;  0.145;  0.942; -0.020;  0.481;  0.565;  0.989;  0.336; -1.000; -0.877;  0.825;  0.069; -0.214;  0.149; -0.011;  0.671; -0.491;  0.555
 1.520;  0.548; -1.574; -1.274;  1.115;  0.050;  0.854; -0.003;  0.292;  0.440;  0.999;  0.521; -1.000; -0.956;  0.898;  0.099; -0.167;  0.174; -0.082;  0.690; -0.412;  0.589
 1.584;  0.805; -1.565; -1.487;  1.255; -0.013;  0.693;  0.006;  0.084;  0.311;  1.000;  0.721; -1.000; -0.996;  0.951;  0.114; -0.115;  0.196; -0.127;  0.696; -0.336;  0.622
 1.580;  1.074; -1.531; -1.633;  1.429; -0.009;  0.477;  0.040; -0.062;  0.141;  1.000;  0.879; -0.999; -0.998;  0.990;  0.119; -0.065;  0.220; -0.138;  0.695; -0.229;  0.667
 1.573;  1.356; -1.444; -1.633;  1.575; -0.002;  0.213;  0.126; -0.062; -0.005;  1.000;  0.977; -0.992; -0.998;  1.000;  0.120; -0.015;  0.251; -0.056;  0.705; -0.051;  0.705
 1.578;  1.634; -1.303; -1.609;  1.608; -0.008; -0.063;  0.265; -0.038; -0.038;  1.000;  0.998; -0.964; -0.999;  0.999;  0.120;  0.035;  0.266;  0.071;  0.703;  0.105;  0.700
 1.576;  1.664; -1.155; -1.576;  1.568; -0.006; -0.093;  0.404; -0.005;  0.003;  1.000;  0.996; -0.915; -1.000;  1.000;  0.120;  0.063;  0.276;  0.176;  0.684;  0.178;  0.685
 1.574;  1.630; -1.033; -1.525;  1.455; -0.004; -0.059;  0.512;  0.046;  0.116;  1.000;  0.998; -0.859; -0.999;  0.993;  0.119;  0.069;  0.297;  0.261;  0.656;  0.186;  0.683
 1.574;  1.602; -0.951; -1.467;  1.306; -0.003; -0.032;  0.581;  0.103;  0.262;  1.000;  1.000; -0.814; -0.995;  0.965;  0.116;  0.070;  0.319;  0.344;  0.617;  0.172;  0.687
 1.536;  1.587; -0.937; -1.430;  1.176;  0.034; -0.016;  0.592;  0.141;  0.384;  0.999;  1.000; -0.806; -0.990;  0.923;  0.113;  0.059;  0.335;  0.407;  0.589;  0.129;  0.686
 1.472;  1.579; -0.936; -1.419;  1.057;  0.098; -0.009;  0.593;  0.151;  0.492;  0.995;  1.000; -0.805; -0.989;  0.871;  0.109;  0.044;  0.346;  0.465;  0.565;  0.071;  0.678
 1.390;  1.575; -0.894; -1.405;  0.968;  0.180; -0.005;  0.626;  0.165;  0.567;  0.984;  1.000; -0.780; -0.986;  0.824;  0.108;  0.039;  0.357;  0.530;  0.535;  0.038;  0.657
 1.303;  1.544; -0.848; -1.410;  0.881;  0.265;  0.026;  0.661;  0.160;  0.636;  0.964;  1.000; -0.750; -0.987;  0.771;  0.104;  0.029;  0.367;  0.584;  0.509; -0.009;  0.632
 1.242;  1.503; -0.846; -1.410;  0.734;  0.323;  0.068;  0.663;  0.160;  0.743;  0.946;  0.998; -0.749; -0.987;  0.670;  0.088;  0.009;  0.378;  0.629;  0.471; -0.085;  0.612
 1.179;  1.442; -0.887; -1.355;  0.602;  0.382;  0.128;  0.632;  0.214;  0.824;  0.924;  0.992; -0.775; -0.977;  0.566;  0.068; -0.013;  0.392;  0.667;  0.434; -0.157;  0.585
 1.106;  1.370; -0.977; -1.275;  0.491;  0.449;  0.199;  0.560;  0.292;  0.882;  0.894;  0.980; -0.829; -0.956;  0.472;  0.041; -0.044;  0.399;  0.692;  0.404; -0.237;  0.549
 1.000;  1.347; -1.102; -1.168;  0.401;  0.541;  0.222;  0.452;  0.392;  0.921;  0.841;  0.975; -0.892; -0.920;  0.391;  0.015; -0.064;  0.402;  0.728;  0.366; -0.297;  0.498
 0.867;  1.370; -1.205; -1.010;  0.354;  0.647;  0.199;  0.357;  0.532;  0.938;  0.762;  0.980; -0.934; -0.847;  0.347;  0.003; -0.061;  0.416;  0.784;  0.315; -0.299;  0.443
 0.727;  1.413; -1.286; -0.810;  0.285;  0.747;  0.157;  0.281;  0.690;  0.960;  0.664;  0.988; -0.960; -0.724;  0.281;  0.005; -0.040;  0.440;  0.855;  0.243; -0.262;  0.376
 0.585;  1.424; -1.368; -0.611;  0.170;  0.834;  0.147;  0.201;  0.819;  0.986;  0.552;  0.989; -0.980; -0.573;  0.169;  0.004; -0.021;  0.459;  0.911;  0.157; -0.238;  0.298
 0.414;  1.409; -1.462; -0.446;  0.018;  0.916;  0.161;  0.108;  0.902;  1.000;  0.402;  0.987; -0.994; -0.431;  0.018; -0.008; -0.006;  0.469;  0.948;  0.059; -0.240;  0.201
 0.209;  1.367; -1.560; -0.329; -0.149;  0.978;  0.202;  0.011;  0.946;  0.989;  0.207;  0.979; -1.000; -0.323; -0.148; -0.033;  0.011;  0.468;  0.960; -0.045; -0.263;  0.081
 0.021;  1.317; -1.602; -0.228; -0.318;  1.000;  0.252; -0.031;  0.974;  0.950;  0.021;  0.968; -1.000; -0.226; -0.313; -0.038;  0.037;  0.467;  0.955; -0.151; -0.253; -0.031
-0.124;  1.277; -1.596; -0.119; -0.474;  0.992;  0.290; -0.025;  0.993;  0.890; -0.124;  0.957; -1.000; -0.119; -0.456; -0.017;  0.057;  0.472;  0.944; -0.242; -0.197; -0.110
-0.273;  1.246; -1.586; -0.003; -0.586;  0.963;  0.319; -0.016;  1.000;  0.833; -0.269;  0.948; -1.000; -0.003; -0.553;  0.013;  0.065;  0.476;  0.928; -0.304; -0.123; -0.177
-0.447;  1.243; -1.545;  0.129; -0.658;  0.902;  0.322;  0.026;  0.992;  0.791; -0.432;  0.947; -1.000;  0.129; -0.611;  0.063;  0.051;  0.482;  0.913; -0.332; -0.009; -0.236
-0.580;  1.223; -1.443;  0.274; -0.689;  0.837;  0.341;  0.128;  0.963;  0.772; -0.548;  0.940; -0.992;  0.270; -0.635;  0.118;  0.014;  0.487;  0.904; -0.316;  0.121; -0.260
-0.707;  1.187; -1.299;  0.428; -0.714;  0.760;  0.375;  0.269;  0.910;  0.756; -0.650;  0.927; -0.963;  0.415; -0.655;  0.168; -0.040;  0.481;  0.887; -0.273;  0.258; -0.269
-0.879;  1.191; -1.116;  0.552; -0.762;  0.638;  0.370;  0.439;  0.852;  0.723; -0.770;  0.929; -0.898;  0.524; -0.690;  0.210; -0.123;  0.449;  0.848; -0.198;  0.410; -0.272
-1.099;  1.195; -0.888;  0.654; -0.803;  0.454;  0.367;  0.631;  0.794;  0.694; -0.891;  0.930; -0.776;  0.608; -0.720;  0.212; -0.226;  0.394;  0.790; -0.074;  0.544; -0.272
-1.383;  1.158; -0.647;  0.761; -0.853;  0.187;  0.401;  0.798;  0.724;  0.657; -0.982;  0.916; -0.603;  0.690; -0.754;  0.152; -0.317;  0.332;  0.721;  0.089;  0.629; -0.278
-1.650;  1.107; -0.453;  0.894; -0.919; -0.079;  0.448;  0.899;  0.626;  0.607; -0.997;  0.894; -0.438;  0.780; -0.795;  0.081; -0.357;  0.276;  0.668;  0.232;  0.663; -0.247
-1.672;  1.067; -0.332;  1.079; -1.000; -0.101;  0.483;  0.946;  0.472;  0.540; -0.995;  0.876; -0.326;  0.882; -0.841;  0.065; -0.353;  0.226;  0.642;  0.316;  0.682; -0.149
-1.636;  1.076; -0.259;  1.323; -1.060; -0.065;  0.475;  0.967;  0.245;  0.489; -0.998;  0.880; -0.256;  0.970; -0.872;  0.083; -0.329;  0.169;  0.607;  0.387;  0.695;  0.001
-1.606;  1.136; -0.240;  1.636; -1.093; -0.035;  0.421;  0.971; -0.066;  0.460; -0.999;  0.907; -0.237;  0.998; -0.888;  0.097; -0.287;  0.110;  0.535;  0.478;  0.678;  0.160
-1.589;  1.220; -0.236;  1.721; -1.140; -0.018;  0.344;  0.972; -0.149;  0.418; -1.000;  0.939; -0.234;  0.989; -0.909;  0.104; -0.266;  0.084;  0.502;  0.506;  0.658;  0.241
-1.544;  1.277; -0.186;  1.673; -1.215;  0.027;  0.290;  0.983; -0.102;  0.349; -1.000;  0.957; -0.185;  0.995; -0.937;  0.120; -0.257;  0.072;  0.501;  0.486;  0.653;  0.295
-1.445;  1.286; -0.098;  1.596; -1.348;  0.125;  0.281;  0.995; -0.025;  0.221; -0.992;  0.960; -0.098;  1.000; -0.975;  0.148; -0.241;  0.075;  0.511;  0.425;  0.650;  0.369
-1.289;  1.262; -0.002;  1.504; -1.488;  0.278;  0.304;  1.000;  0.067;  0.082; -0.961;  0.953; -0.002;  0.998; -0.997;  0.186; -0.212;  0.086;  0.510;  0.332;  0.654;  0.449
-1.068;  1.204;  0.095;  1.405; -1.602;  0.482;  0.359;  0.995;  0.165; -0.031; -0.876;  0.933;  0.095;  0.986; -1.000;  0.229; -0.167;  0.101;  0.485;  0.217;  0.670;  0.519
-0.798;  1.099;  0.159;  1.319; -1.613;  0.698;  0.455;  0.987;  0.249; -0.042; -0.716;  0.891;  0.158;  0.969; -0.999;  0.268; -0.103;  0.126;  0.447;  0.073;  0.690;  0.564
-0.504;  0.971;  0.165;  1.242; -1.587;  0.876;  0.565;  0.986;  0.323; -0.016; -0.483;  0.825;  0.164;  0.946; -1.000;  0.293; -0.025;  0.162;  0.418; -0.095;  0.697;  0.575
-0.210;  0.869;  0.168;  1.109; -1.570;  0.978;  0.645;  0.986;  0.445;  0.000; -0.208;  0.764;  0.167;  0.895; -1.000;  0.294;  0.060;  0.199;  0.401; -0.271;  0.653;  0.583
 0.040;  0.761;  0.174;  0.927; -1.546;  0.999;  0.724;  0.985;  0.600;  0.025;  0.040;  0.690;  0.173;  0.800; -1.000;  0.272;  0.131;  0.246;  0.416; -0.429;  0.566;  0.569
 0.251;  0.647;  0.206;  0.725; -1.535;  0.969;  0.798;  0.979;  0.749;  0.036;  0.248;  0.603;  0.204;  0.663; -0.999;  0.230;  0.183;  0.294;  0.442; -0.549;  0.445;  0.552
 0.481;  0.537;  0.314;  0.496; -1.546;  0.886;  0.859;  0.951;  0.880;  0.025;  0.463;  0.512;  0.309;  0.476; -1.000;  0.170;  0.224;  0.328;  0.440; -0.636;  0.304;  0.556
 0.760;  0.390;  0.480;  0.223; -1.524;  0.725;  0.925;  0.887;  0.975;  0.047;  0.689;  0.380;  0.461;  0.221; -0.999;  0.086;  0.247;  0.363;  0.441; -0.687;  0.130;  0.562
 1.068;  0.185;  0.655; -0.099; -1.486;  0.482;  0.983;  0.793;  0.995;  0.085;  0.876;  0.184;  0.609; -0.099; -0.996; -0.015;  0.221;  0.409;  0.466; -0.678; -0.092;  0.560
 1.387; -0.027;  0.856; -0.427; -1.408;  0.182;  1.000;  0.655;  0.910;  0.162;  0.983; -0.027;  0.755; -0.414; -0.987; -0.093;  0.150;  0.443;  0.492; -0.585; -0.288;  0.577
 1.669; -0.245;  1.104; -0.714; -1.299; -0.098;  0.970;  0.450;  0.756;  0.268;  0.995; -0.243;  0.893; -0.655; -0.963; -0.120;  0.071;  0.459;  0.514; -0.457; -0.398;  0.607
 1.686; -0.506;  1.373; -0.988; -1.210; -0.115;  0.875;  0.196;  0.551;  0.353;  0.993; -0.485;  0.981; -0.835; -0.936; -0.113; -0.002;  0.459;  0.571; -0.340; -0.458;  0.591
 1.630; -0.764;  1.641; -1.272; -1.138; -0.059;  0.722; -0.070;  0.294;  0.419;  0.998; -0.692;  0.998; -0.956; -0.908; -0.105; -0.072;  0.438;  0.650; -0.226; -0.509;  0.517
 1.552; -0.994;  1.668; -1.523; -1.083;  0.019;  0.545; -0.097;  0.047;  0.469;  1.000; -0.838;  0.995; -0.999; -0.883; -0.109; -0.150;  0.394;  0.706; -0.089; -0.580;  0.396
 1.496; -1.206;  1.633; -1.625; -1.071;  0.075;  0.356; -0.062; -0.055;  0.479;  0.997; -0.934;  0.998; -0.999; -0.878; -0.121; -0.210;  0.336;  0.716;  0.023; -0.643;  0.271
 1.495; -1.397;  1.605; -1.616; -1.118;  0.076;  0.173; -0.034; -0.046;  0.437;  0.997; -0.985;  0.999; -0.999; -0.899; -0.127; -0.242;  0.289;  0.707;  0.077; -0.677;  0.187
 1.490; -1.587;  1.570; -1.562; -1.196;  0.081; -0.016;  0.000;  0.009;  0.366;  0.997; -1.000;  1.000; -1.000; -0.931; -0.133; -0.261;  0.242;  0.699;  0.106; -0.700;  0.101
 1.461; -1.644;  1.487; -1.474; -1.295;  0.109; -0.073;  0.084;  0.096;  0.272;  0.994; -0.997;  0.996; -0.995; -0.962; -0.145; -0.260;  0.226;  0.700;  0.081; -0.709;  0.036
 1.459; -1.624;  1.367; -1.380; -1.376;  0.112; -0.053;  0.203;  0.190;  0.194;  0.994; -0.999;  0.979; -0.982; -0.981; -0.148; -0.261;  0.226;  0.703;  0.053; -0.710;  0.006
 1.492; -1.575;  1.243; -1.305; -1.438;  0.079; -0.004;  0.322;  0.263;  0.133;  0.997; -1.000;  0.947; -0.965; -0.991; -0.140; -0.266;  0.230;  0.704;  0.042; -0.709; -0.004
 1.533; -1.524;  1.079; -1.231; -1.505;  0.037;  0.047;  0.472;  0.334;  0.065;  0.999; -0.999;  0.882; -0.943; -0.998; -0.130; -0.275;  0.227;  0.704;  0.047; -0.708; -0.027
 1.573; -1.484;  0.890; -1.158; -1.554; -0.002;  0.086;  0.630;  0.401;  0.017;  1.000; -0.996;  0.777; -0.916; -1.000; -0.119; -0.287;  0.214;  0.704;  0.071; -0.705; -0.058
 1.585; -1.449;  0.731; -1.106; -1.558; -0.014;  0.121;  0.744;  0.448;  0.013;  1.000; -0.993;  0.668; -0.894; -1.000; -0.116; -0.296;  0.202;  0.701;  0.099; -0.701; -0.080
 1.558; -1.387;  0.561; -1.081; -1.557;  0.013;  0.183;  0.847;  0.470;  0.014;  1.000; -0.983;  0.532; -0.883; -1.000; -0.124; -0.298;  0.191;  0.696;  0.119; -0.699; -0.118
 1.528; -1.257;  0.355; -1.107; -1.596;  0.043;  0.308;  0.938;  0.447; -0.025;  0.999; -0.951;  0.348; -0.895; -1.000; -0.132; -0.287;  0.190;  0.689;  0.130; -0.691; -0.178
 1.494; -1.074;  0.155; -1.111; -1.577;  0.077;  0.477;  0.988;  0.444; -0.006;  0.997; -0.879;  0.155; -0.896; -1.000; -0.142; -0.277;  0.204;  0.682;  0.132; -0.694; -0.189
 1.406; -0.848; -0.052; -1.060; -1.524;  0.164;  0.662;  0.999;  0.489;  0.047;  0.986; -0.750; -0.052; -0.872; -0.999; -0.164; -0.257;  0.230;  0.678;  0.095; -0.707; -0.177
 1.314; -0.610; -0.253; -1.014; -1.463;  0.254;  0.820;  0.968;  0.528;  0.108;  0.967; -0.572; -0.251; -0.849; -0.994; -0.184; -0.229;  0.258;  0.677;  0.054; -0.716; -0.158
 1.227; -0.415; -0.462; -0.979; -1.357;  0.337;  0.915;  0.895;  0.558;  0.212;  0.941; -0.403; -0.446; -0.830; -0.977; -0.199; -0.209;  0.267;  0.671;  0.051; -0.726; -0.142
 1.090; -0.272; -0.696; -0.964; -1.202;  0.463;  0.963;  0.767;  0.571;  0.360;  0.886; -0.269; -0.641; -0.821; -0.933; -0.223; -0.186;  0.247;  0.642;  0.076; -0.747; -0.155
 0.937; -0.128; -0.890; -0.966; -1.019;  0.593;  0.992;  0.629;  0.568;  0.524;  0.806; -0.128; -0.777; -0.823; -0.852; -0.243; -0.157;  0.230;  0.610;  0.092; -0.773; -0.149
 0.757;  0.066; -1.046; -0.955; -0.848;  0.727;  0.998;  0.501;  0.578;  0.662;  0.687;  0.066; -0.866; -0.816; -0.750; -0.255; -0.117;  0.237;  0.606;  0.061; -0.784; -0.124
 0.540;  0.317; -1.192; -0.903; -0.713;  0.858;  0.950;  0.370;  0.619;  0.757;  0.514;  0.312; -0.929; -0.785; -0.654; -0.256; -0.062;  0.268;  0.642; -0.018; -0.760; -0.103
 0.314;  0.607; -1.361; -0.812; -0.550;  0.951;  0.821;  0.208;  0.688;  0.852;  0.309;  0.571; -0.978; -0.726; -0.523; -0.238; -0.011;  0.307;  0.704; -0.084; -0.701; -0.083
 0.122;  0.889; -1.548; -0.685; -0.380;  0.993;  0.630;  0.023;  0.775;  0.929;  0.122;  0.777; -1.000; -0.632; -0.371; -0.206;  0.020;  0.342;  0.774; -0.110; -0.619; -0.071
-0.016;  1.142; -1.623; -0.545; -0.211;  1.000;  0.416; -0.052;  0.855;  0.978; -0.016;  0.909; -0.999; -0.519; -0.209; -0.150;  0.028;  0.398;  0.865; -0.095; -0.489; -0.059
-0.173;  1.377; -1.612; -0.394;  0.015;  0.985;  0.193; -0.041;  0.923;  1.000; -0.173;  0.981; -0.999; -0.384;  0.015; -0.056;  0.008;  0.453;  0.947; -0.020; -0.309; -0.080
-0.388;  1.634; -1.584; -0.244;  0.272;  0.926; -0.063; -0.013;  0.970;  0.963; -0.378;  0.998; -1.000; -0.242;  0.269;  0.053; -0.057;  0.464;  0.970;  0.114; -0.120; -0.177
-0.598;  1.700; -1.556; -0.153;  0.489;  0.826; -0.129;  0.015;  0.988;  0.883; -0.563;  0.992; -1.000; -0.152;  0.469;  0.071; -0.117;  0.450;  0.927;  0.231; -0.073; -0.286
-0.803;  1.656; -1.515; -0.113;  0.648;  0.695; -0.086;  0.055;  0.994;  0.797; -0.719;  0.996; -0.998; -0.113;  0.604;  0.039; -0.145;  0.445;  0.871;  0.298; -0.112; -0.375
-1.060;  1.575; -1.470; -0.127;  0.771;  0.489; -0.005;  0.101;  0.992;  0.718; -0.872;  1.000; -0.995; -0.127;  0.697; -0.016; -0.143;  0.445;  0.802;  0.319; -0.199; -0.465
-1.350;  1.446; -1.452; -0.181;  0.910;  0.219;  0.124;  0.118;  0.984;  0.614; -0.976;  0.992; -0.993; -0.180;  0.789; -0.076; -0.092;  0.444;  0.724;  0.289; -0.339; -0.527
-1.603;  1.338; -1.440; -0.279;  1.065; -0.032;  0.231;  0.131;  0.961;  0.485; -0.999;  0.973; -0.991; -0.276;  0.875; -0.106; -0.028;  0.431;  0.657;  0.229; -0.472; -0.541
-1.661;  1.262; -1.439; -0.431;  1.220; -0.090;  0.304;  0.132;  0.909;  0.343; -0.996;  0.953; -0.991; -0.418;  0.939; -0.112;  0.014;  0.405;  0.653;  0.187; -0.569; -0.463
-1.633;  1.199; -1.470; -0.588;  1.369; -0.062;  0.363;  0.100;  0.832;  0.200; -0.998;  0.932; -0.995; -0.554;  0.980; -0.115;  0.040;  0.372;  0.674;  0.158; -0.640; -0.333
-1.584;  1.136; -1.511; -0.752;  1.451; -0.013;  0.421;  0.060;  0.730;  0.120; -1.000;  0.907; -0.998; -0.683;  0.993; -0.118;  0.059;  0.339;  0.697;  0.109; -0.680; -0.201
-1.524;  1.062; -1.526; -0.943;  1.461;  0.046;  0.487;  0.045;  0.587;  0.109; -0.999;  0.873; -0.999; -0.809;  0.994; -0.123;  0.074;  0.308;  0.709;  0.035; -0.700; -0.080
-1.439;  1.005; -1.514; -1.154;  1.477;  0.131;  0.536;  0.057;  0.405;  0.094; -0.991;  0.844; -0.998; -0.914;  0.996; -0.130;  0.070;  0.278;  0.703; -0.019; -0.710;  0.046
-1.324;  0.962; -1.494; -1.374;  1.529;  0.245;  0.572;  0.076;  0.196;  0.042; -0.970;  0.820; -0.997; -0.981;  0.999; -0.136;  0.047;  0.253;  0.677; -0.045; -0.711;  0.188
-1.197;  0.942; -1.443; -1.543;  1.586;  0.365;  0.588;  0.127;  0.027; -0.015; -0.931;  0.809; -0.992; -1.000;  1.000; -0.136;  0.018;  0.244;  0.645; -0.034; -0.706;  0.292
-1.057;  0.950; -1.383; -1.609;  1.587;  0.491;  0.581;  0.187; -0.038; -0.016; -0.871;  0.814; -0.982; -0.999;  1.000; -0.133; -0.009;  0.247;  0.623;  0.019; -0.704;  0.341
-0.887;  0.994; -1.315; -1.603;  1.553;  0.632;  0.545;  0.253; -0.032;  0.018; -0.775;  0.838; -0.968; -0.999;  1.000; -0.126; -0.035;  0.259;  0.615;  0.111; -0.701;  0.345
-0.724;  1.036; -1.216; -1.555;  1.475;  0.749;  0.509;  0.347;  0.016;  0.096; -0.662;  0.861; -0.938; -1.000;  0.995; -0.116; -0.057;  0.279;  0.629;  0.207; -0.682;  0.310
-0.611;  1.056; -1.102; -1.459;  1.330;  0.819;  0.492;  0.452;  0.111;  0.238; -0.574;  0.870; -0.892; -0.994;  0.971; -0.110; -0.065;  0.308;  0.675;  0.268; -0.649;  0.229
-0.491;  1.099; -1.014; -1.341;  1.131;  0.882;  0.454;  0.528;  0.228;  0.426; -0.472;  0.891; -0.849; -0.974;  0.905; -0.096; -0.072;  0.346;  0.739;  0.300; -0.587;  0.139
-0.380;  1.193; -0.936; -1.211;  0.929;  0.929;  0.368;  0.593;  0.352;  0.599; -0.371;  0.930; -0.805; -0.936;  0.801; -0.056; -0.081;  0.390;  0.819;  0.313; -0.478;  0.052
-0.303;  1.342; -0.865; -1.054;  0.789;  0.954;  0.226;  0.648;  0.494;  0.704; -0.298;  0.974; -0.761; -0.870;  0.710;  0.021; -0.096;  0.425;  0.891;  0.325; -0.315; -0.025
-0.200;  1.527; -0.798; -0.903;  0.705;  0.980;  0.044;  0.698;  0.619;  0.762; -0.199;  0.999; -0.716; -0.785;  0.648;  0.129; -0.105;  0.425;  0.933;  0.334; -0.116; -0.064
-0.062;  1.625; -0.675; -0.755;  0.617;  0.998; -0.054;  0.781;  0.728;  0.816; -0.062;  0.999; -0.625; -0.686;  0.579;  0.237; -0.084;  0.401;  0.947;  0.305;  0.085; -0.060
 0.083;  1.616; -0.539; -0.555;  0.510;  0.997; -0.046;  0.858;  0.850;  0.873;  0.083;  0.999; -0.513; -0.527;  0.488;  0.320; -0.032;  0.372;  0.937;  0.233;  0.260; -0.026
 0.216;  1.598; -0.420; -0.318;  0.391;  0.977; -0.027;  0.913;  0.950;  0.925;  0.215;  1.000; -0.407; -0.313;  0.381;  0.384;  0.038;  0.321;  0.895;  0.131;  0.426;  0.016
 0.350;  1.553; -0.292; -0.100;  0.274;  0.939;  0.018;  0.958;  0.995;  0.963;  0.343;  1.000; -0.288; -0.099;  0.271;  0.411;  0.115;  0.262;  0.829;  0.018;  0.555;  0.070
 0.456;  1.496; -0.148;  0.097;  0.205;  0.898;  0.075;  0.989;  0.995;  0.979;  0.440;  0.997; -0.148;  0.097;  0.203;  0.413;  0.175;  0.197;  0.742; -0.074;  0.658;  0.103
